clean_text,category
" LisgeeA  ammaampong  EfyaBabelicious  Ghana60YearsOn  DarkwaJones  theHCampaign  Clickmanteaw  nanantenahii  barnabseshun  Benjaminpk16  Shamimah Mahama This is for you if you are into business  ExportersForum2017" , 0
"Development is linked to peace and security  Rash of protests in Africa attests to this   OSISADevStates  OSISA" , 1
" ntvkenya those calling us to protest have made their wealthy and are well off  while we are struggling to make ends meet " , 1
"Don t confuse movement with progresses" , 1
" sabirbahari hazzy bursday you French geek  have a blast " , 0
"Viva Cameroon non corrupt kenyans too will protest to separate from the Corrupt ones  freedom doesnt come easy https   t co U2ilkNAiPM" , 1
"Foo Fighters  Incubus  Blink 182   you the best for today " , 0
" BePartOfTheSolution through partnership  Protecting people forced to flee conflict and violence  H Dicko  inclusion  WithRefugees  UNHCR https   t co W87g5hCAXl" , 1
" Togo  the gouvernement forbides protests during week days and recommend meetings instead  tginfo  team228   FEGnassingbe  bbcafrique https   t co U0MRmNv4qj" , 1
"African Software Developers Andela Raise Further  40M  Aims To Double Staff  https   t co cz1qTgOJtC" , 0
"catalyze joined up action where gender equality  human rights  SRH  gender based violence  and HIV intersect  WhatGirlsWant https   t co hX4wYX55i4" , 0
"Patronage and violence became important tools in managing the predatory state in Zimbabwe  OSISA  THESARWATCH  SARW10" , 1
"Streetrunner and Tariq Azzouz made all the jams on Wins and Losses " , 0
"Happy Birthday Park Jimin  so happy u were born  Can t imagine BTS without u  Looking forward to ur growth stay healthy HWAITING    BTS twt https   t co qs45rOpFEP" , 0
"Daily Graphic  Oil Marketing Companies protest over closure of fuel stations    Korle Bu records high numbers of gas burn cases  CitiCBS https   t co nEgxQKNLdP" , 1
" MbalulaFikile I was hoping by now I ll  hear something from you about the disgusting violence meted at our SAPS  members by Nigerians" , 1
"Govt Should Pay Our 12 months Salary Arrears   Striking LAUTECH Doctors Beg https   t co 95N4wpK52f" , 1
"The essence of democracy lies in hearing what others say  We ve no right to disturb others  There s no scope for violence " , 0
" JeSuisSomalie To my big friend  MKahiye   U R not alone   My universal song against violence     https   t co zWD7xpoZpS https   t co htqhspKuIn" , 0
" wacsi  CarlManlan  NAfadzinu   Lack of visibility   Lack of alternation   Elders do not trust young people    Youth s perception of Leadership and so on        Waconvos" , 0
"Pro tip  Don t try to cheat an alleged war criminal under sanction by the US treasury out of  900k  https   t co mwp3cJYaMF" , 0
"Tea sellers banned from work in key areas of the capital  Why  Security destroyed a protest vigil made by the sellers   Radio Dabanga  https   t co gL0xao4zMP" , 1
"Thank God we re still alive  and when there is life  there is hope    Bako https   t co 9ssRbSUG3l" , 0
"Somaland has conducted it s first ever presidential debate on 2017 elections  history in the Making  Somalilandelections " , 0
"For  UNFPA everyone has a right 2 peace  amp  security in the community said  unfpaburundi Programme Specialist AYSRH at PBF Project Extention https   t co 4Wialu5KSS" , 0
" TNM MALAWI This new direction will enable TNM to play a leading role in the digital transformation movement  amp  inclusion of Malawi and its citizens" , 0
"  joeeb You think ur banging a milf but nope you get arrested for being a pedophile  rough life " , 0
"Political difference is not war   Vote not Fight    Join the campaign Today    ThinkSalone https   t co WIzCpmVpJw" , 0
"wow it s way too early to be walking behind a guy that s casually rolling with a huge knife  everyone else seem to be calm af  " , 0
"Let s be honest though  Wits fighters are not capable of leading a protest " , 1
" CroozefmNews The East African Community has pleaded with Kenyans to avoid any poll related violence as the country conducts its repeat presidential election on Thursday " , 1
"Crowds in Kisumu break concrete to set up road blocks in protest against Thursday s  KenyaElections which they claim are rigged  https   t co wCOuM07UHK" , 1
"Israel sold advanced weapons to Myanmar during anti Rohingya ethnic cleansing campaign  https   t co N4o83P89wE" , 0
" hammads we should be planting trees and CDA islamabad is brutally cutting trees in Islamabad at Embassy Road  Today is protest   ReclaimISB" , 1
" Cyclizzle   We praise God for you are a living testimony  Much love and respect fam  https   t co 4yVzwnruwY" , 0
"Do u have a right to protest  Can d police arrest protesters  Check out our newest  KusemaAfrica video on the issue  https   t co zq1FHBWeHF https   t co 28attg80Ui" , 1
"When  ImranKhanPTI says across the board accountability it means all politicians but no generals and judges  This is a hypocritical position and creates perception he is a darling of 3rd umpires   NasimZehra  asmashirazi  shazbkhanzdaGEO  salmanmasood https   t co IbSncHXuXd" , 1
" farhanwrites in their formal protest  PTV did mention this point  Let s see what happens" , 1
" stigmapost   THVN    Trump s problem with North Korea is not nuclear weapons   Yes  at least 50 percent of North  https   t co hNOSCuYwUJ" , 0
" antonioguterres  calls on armed groups to disarm  calls on leaders for true reconciliation  call on international community to support CAR" , 1
" Not only movement but to reside and establish themselves in other countries    ShapeAfrica2017" , 0
"This  ElectionBoycottKe appears actually not so clean protest but has transmogrified into  IEBCKenya  KenyaPoll sabotage" , 1
"UCT Vice Chancellor  Max Price  says classes have been suspended for tomorrow at the university due to the ongoing student protests " , 1
"If politicians will allow the politicians to work  they will be able to deliver their mandates well   Kwame  Caller   CitiCBS" , 0
"Goods transport owners and workers went on a 48 hour goods transport strike in greater  Chittagong since Sunday morning with 5 point demand " , 1
"Not even a single newspaper carried news of Young Journalists protest against attack on  AhmadNoorani  Self censorship shall we call it  https   t co ANWBN4dQxT" , 1
"After a chaotic disarmament campaign in  Darfur   Sudan is preparing one in Blue Nile next month  Hoping it will curb  not trigger violence  https   t co CkxWfJsrBH" , 1
"Its A Black Monday Protest apparently  https   t co mCTKLoIAjG" , 1
"Plot twist  they protest today   nothing happens and then they become sympathetic with the Fees Must Fall movement " , 1
"feeling extremely thankful and blessed for amazing friends like kloee brown and weekend getaways  https   t co 4m9HzjX3eJ" , 0
"https   t co OlnHWn8UAy Implementation of  UN Convention against Torture and other Cruel  Inhuman and Degrading Treatment or Punishment " , 1
"Somali authorities imposed a daytime ban on Monday on the movement of large trucks  amp  road tankers inside the capital Mogadishu after attacks" , 1
" OSISA  sea southafrica looking at Ethical Leadership and Governance in Lilongwe https   t co je7w9vDwy1" , 0
"Declaration of commitment  amp  partnership btn AUC HRST   NEPAD Agency  amp   BussinessAfrica  AfricaTalksJobs  ATJ2017    Vital https   t co SmnhBVhvae" , 0
"Liberia s Supreme Court halts presidential run off over fraud allegations https   t co xTz6lqEP5K" , 0
"Protesters in  Boosaaso town demand Gaas admin to address the inflation in the city and the closure of the port" , 1
"Time to get out of here  Liberia  monrovia  africa court halts presidential runoff amid fraud allegations https   t co TmGHSXA222" , 1
" We will continue to fight against Shia polytheists until we cleanse the earth of their filth    Boko Haram  2015   shiagenocide" , 1
"Guys please spread to others EXOLS that we can t waste time now  if mnet site don t work for you VOTE on special q0010 let s widen the gaps " , 0
" SierraLeone won t meddle in sisterly nation s internal politics  NathanPatio  BluntSpeaking  libobserver https   t co 0d9ugX8Dds https   t co KCJIMMSPfG" , 0
" BJYM  narendramodi  AmitShah  poonam mahajan Don t just condemn  We need action   Have guts  Go out and protest hia killing in srinagar  Then talk   IamGowhar" , 1
" Twitter posts a new version of its rules with updated sections on abuse  spam  violence and more https   t co GxRwy9vifJ via  techcrunch" , 0
"Oyo state owned institutions  staff protest non payment of salary arrears https   t co Dmggzu7qOk" , 1
"A story of Politicians and Pakistani Awam      PakistanIsMyLove  UmairSolangiPK  SenRehmanMalik  SajidBhattiPAT  ShkhRasheed  arsched https   t co KRWCaSFRR7" , 0
"But You  O LORD  are  a shield for me  My glory and the One who lifts up my head   Psalms 3 3  CovenantProtection" , 0
"Indian representative for Kashmir meet Indians in Kashmir not with freedom fighters its a non serious attempt of Indian Govt  jameelyusuf" , 0
" nadia a mirza Deewaney kis kye  Quaid kye  slogans at  PIB protest   A must watch      https   t co o6VSeZuamF" , 1
"MVP    RealDeBanjulFC  s Foday Manneh has been voted the Player of the Tournament https   t co 5ENHMXPaKv" , 0
"Celebrating great work Benin local leaders doing on girls education  teen pregnancy and gender violence in schools  PlanGlobal  PlanBenin https   t co WjMoos70k4" , 0
"Why didn t Obama change the gun laws in his 8 years as president " , 1
"I love you with so much of my heart that none is left to protest" , 0
"Starting now  SUNGG17   60 countries represented to share stories on fighting malnutrition  SDG2 https   t co PSrvbYgJfd" , 0
"The World bank standing strong with the  SUN movement  amp  UN ASG  GerdaVerburg  WBG Health   Ziauddinhyder  SUNGG17  nutrition  earlyyears https   t co totWtkrfkc" , 1
" WhatMyLifeIsLacking an intense life of prayer  a satisfaction in my daily life and the strength to fight in  GTA5ONLINE without fear      " , 0
"Hey Miss Fatty Fatty  U a Murder  Me Loving the Way U Twist and Turn   " , 0
" NAMAS SLAPS BLOSSOM WITH BAN  While I acknowledge Blossom s tribalism  I must say that the backlash will be harsher on her because she is a black woman  If only our racists whites and violent politicians were equally held accountable for their trash" , 1
"Now the fighting is over  at least for now    Benghazi young fighters are in a serious need for  DDR programs urgently " , 1
" NBCNightlyNews  NBCNew  Finally the Trump people very crooked lying politicians " , 1
"Fellas you see all these tweets about sexual violence against women and all by men   " , 0
"Come move with the movement " , 1
"Faith without activity serves no useful purpose  but faith invested into the activity creates reality    Rohn " , 0
"You guys who loves to open your mouths to talk about  Love Myself  campaign  answer me  did you donated today  Or yesterday  Or the day before that " , 0
"Strike Back s06e01 is out  " , 0
"Filming with U Tun Thein  former  RoyalEngineers and Karen Rifles  The only thing he asked for was scuba gear  so he could go diving for Japanese weapons dropped in the nearby river during  WW2   ForgottenAllies  documentary  Burma https   t co QmJWzXKP5R" , 0
"Jaffna Uni students began protest when 3 political prisoners called off hunger strike after students said they would take up their struggle https   t co qgcDECFOQQ" , 1
"Oyo retired teachers protest accumulation of pension arrears of 17 to 56 months https   t co GhdnsnX7Pm" , 1
"Amb  Ken Vitisia and Amb  Muburi attending Burundi National prayer breakfast which was graced by H E President Pierre Nkurunziza https   t co WNBjrRdQ4I" , 0
" Violence breeds in Silence   BreakFree  BeFree" , 0
"SDG 13  Take urgent action to combat climate change and its impacts   Zaidi Enterprises https   t co DJYqR2NEWC" , 1
"20 Men Accused of  Sexual  Misconduct  amp  the Fallout 4 Each  NoMoreImpunity  NoMoreCorruption  Weinstein  US  I wonder why in  CIV  Africa we are faced with such a heavy  silence  Taboo   ProtectingWomen  Violence  Women  Girls  BringBackOurGirls  https   t co rHBONWo7eG  nytimes" , 1
" CR4President Campaign for ANC Presidency is so matured and humble  no mention of his fellow contestants    I wish Namibians could emulate from him  Here other contestants are regarded as enemies and selfish  Oh Africa " , 0
"I m not even publicly endorsing shii I do not have background of   Politicians flip flops maan" , 0
"This  UHCDay  we will rise for our right to  HealthForAll  Join the movement  https   t co DpoVEUInoy https   t co heVucoNK4f" , 1
"  SafaricomLtd is now  0 99  trading at 25 50 with a share volume of 1 208 600 Session high   26 00  Twaweza  https   t co nzdUdQigk2 https   t co VWASb9Ztto" , 0
"We are just a bunch of voltrons on twitter  come out and protest  amp  suddenly we all v owambes " , 1
"International human rights day celebrated annually on December 10 its today And its  commemorates the day on which the Universal Declaration of Human Rights was adopted in 1948 Stand up for someone s rights today   At a time when intolerance and violence is on the rise  https   t co ctirclHJdF" , 1
"Setting out the next focus area for  NEPAD Agency creating the  openskies for Africa  easing the movement of people and lowering airline costs to work towards African airlines being the predominant players in the  African  aviation sector     NEPAD Mayaki  yamoussoukrodeclaration" , 0
"Every child deserves to go to school   Children caught up in violence need it most  Agree  Join me  sign d petition https   t co 3A1eef1WgO" , 1
"The use of rape by Myanmar s armed forces has been sweeping and methodical  the AP found in  https   t co AlYj0LfoE7" , 1
"END OF YEAR SALE of 10  OFF on All Mountain Style    AMS Honeycomb Frame Guard  The first  https   t co VY2sgHNtAD" , 0
"In all of my sexiness  intelligence matters the most  And I m blessed to have been given that       " , 0
"Gunfire reported from area of  Somali politicians house Abdirahman Abdishakur not far from somali international airport " , 1
" cocogripling eternity of dry walls for you my sister    may the god of snakes render your genitals inaccessible and dysfunctional  33 years of drought   receive   " , 0
"Recap   THVN     Protests in Northern China As Migrants  Children Excluded From Schools   As Beijing clears thousands of low income migrant workers from the city following fatal dormitory fires  authorities in the northern Chinese province of     China s  https   t co kOHDWCw2Q5" , 1
"The Cabinet Committee on Economic Affairs approved a proposal of Civil Aviation and Tourism Ministry to allow  BimanBangladesh Airlines to procure three aircraft from a Canadian firm for its smooth flight operations on domestic and international routes " , 1
"MQM will protest against the sindh government s biased actions against the common citizen of Karachi in the name of anti encroachment operations  Victims should be compensated " , 1
" Shoprite SA  shopritestrike  Listentothepeople     Peaceful protest going on at JHB CBD https   t co IaNd9HKpj8" , 1
"You can buy every things which is related to christmas because two days are remaining so  hurry up   https   t co dzsJzqVJFV   Exclusive Sales  Comparephones https   t co DJYzGSDFAn" , 0
" VeronicaTalbot9  swordoftruth22  ErezNeumark  justsayingDMY  SerraMesa Bill  moo2n  wisermann  schlockDoctrine  Leolyloo  Skyer194  myangel7777777  dorrit r  LStarofDavid  h7n33n  GefilteFishy  M0sstr00per  amerikagulag  AqueshaMadison  Anticonspiracy2  ManachainO  AngryScreed  senna786  RokedvMagen  Shingo571  najyd567  ElDoradoz11  BenRossum1  MikeXcaberate  FasarRafiq  StubbornFacts1  moveurbodynow  AmirhRiazi  4hala  CaliAntifa  beecee1122  BaruchHashem365  Devilalum  LickTheGlich  apoet4justice  e36xenon  Loganswarning2  johnwhite2014  sdeitch  theSocial idiot  MaxieKitty  OfficialMeowma  Judah4Palestine  LionOfGod19  Alba gamer  trensabby No mention of a state of Israel in the Balfour declaration  Palestine is the one mentiooned " , 0
"Great is thy faithfulness  Thank you Jesus for bringing me thus far" , 0
"really Thought you no longer love me y does everyone blame only me 4 wt  happened in d past a pastor also said God wasn t happy I married" , 0
"How pathetic our road traveling is It took 9 hours and 30 minutes to reach Bharatpur from Kathmandu  Among that I spent 4 hours and 30 minutes to cross 36 km Munglin Narayangadh part When our politicians understand the impact of slow amp  unmanaged development on people " , 1
"All human beings are born free and equal in dignity and rights  Article 1  United Nations Universal Declaration of Human Rights   This short sentence carries a great value for mankind " , 0
"Marry Christmas   to all of u and your family  God bless" , 0
" UNDP Suggest you alter your funding campaign  It implies the UN has found the solution to end extreme poverty  The UN is a global bureaucracy and works within the frameworks reigning ideology global order  It doesn t work against the structures that create extreme poverty " , 0
"Release of   AfricanUnion  EOM Preliminary Statement of Findings on the 26 Dec 2017 Presidential election Runoff in  Liberia  today 27 Dec 2017 at BOULEVARD HOTEL   Monrovia  from 5 00 P M   AUC DPA  DGTrends  LiberiaDecides  ecowas cedeao  Africanelection  EUtoAU  NDIparties" , 0
"When people say America  Canada and leading EU countries are better than Nigeria  I m the first to defend my beloved country but to see ordinary Benin Republic so advanced than Nigeria  My heart is haemorrhaging badly  God punish to the 100th generation every Nigerian politician" , 1
"They are neglected and they don t have care and helpful person  our future will not be  bright Because the people who will have bring the light are here    Somalichildren have a right  please protect children  What can we do Safa them  https   t co w6bsv67Pbw" , 1
"Pray for me" , 0
"Mali s government resigns after just 8 and a half months  A last gasp attempt to start delivering with not one but two eyes on the 2018 presidential elections amidst a groundswell of public discontent " , 1
" g bensinger  alpha q67  tcaLdarez  i  love israel  Say Non Now  S ergeyR omanov  Ms Revisionista  agnahcalepulzyx  wherepond  NotAHateSymbol  humanrtsesq  zogistani99  rk70534  chuckytaylor42  ImSaiyid  U1f4t  malkaavram  Yosefman222  raiya zak  MyNameIsHov 7  inabster  meNabster  TanyaKasim  koderius  rico hands  DrGreenmantle  monkeylikestea  KirstyMartin19  jewbaby57  MarkNew41372386  amanda damanda  JohnMarte1  kevintoconnor  CarolHakios  Thebfromtuam  GamemomManuela  Anthony18602671  Alexand20756066  MHBASjam  MadzXdan  purplhaze42  OhRoyalOne  CathyHutton1  RJennromao  Grims Domain  cyanbutterfly  MLKstudios   CockneyActivist  Ruthanasia  CubaMac24 Still using the  antisemitism  rhetoric  After all the anti Zionism  amp  anti violence  against Palestinian children by IDF  and Israeli settlements expelling them fromtheir properties  amp  stealing them  Is this anti semitism  Many Jews hate this behavior are the antisemites " , 1
" AndleebAbbas Kindly do something about petroleum prices   We should protest  " , 1
" CFA  Holocaust and Genocide Studies  Tenure Track Assistant Professor Position  Keene State College Deadline  Unspecified https   t co gDSU592HKc" , 0
"Let s step into 2018 with hope of more clean water for more people around the world         Uganda https   t co quzSfVkbbK" , 1
" XHNews It is a pleasure to have your good form of faith thanks I do wish you the same a more prudence on your leadership we love you " , 0
"Shaku Shaku is the movement Oya efun won Legbegbe IPhone 8 legbegbe its all about Turn Up    https   t co RGhw5XqXKH" , 0
" charliemongoho Hey  Instead of reacting  may you fix me and give your personal opinion or position with regards to my declaration  This would be better than reacting for reacting  Thanks to precise " , 0
" Peter Kays Cars are cheap to import now    this is good " , 0
"Sigh this drought doe  " , 0
"Service delivery protests in Aliwal North  https   t co FPFOOVv4rN" , 1
" Hadithoftheday Islam" , 0
" A jj1510 Aussie wickets are just quick  will be interesting with a bit of movement around " , 0
"South Sudanese rebel commander General Gabriel Tanginye has been confirmed dead after a clash between armed groups on Wednesday in the country s Upper Nile Region  https   t co VCSWIOA6fX" , 1
"That day I was in Cairo and witnessed the meteor strike       waitreally   Cairo  Egypt https   t co sBK4gADMxS" , 0
"allow rejection  nor the opinion of others  to distract you from your mission   If you persist  you will eventually strike gold  " , 0
"Yes  YES  The same man who was beating chest  amp  shaking   in the village over a woman he said played him is playing an ENTIRE wife  amp  THREE whole children" , 0
" stigmapost   THVN    Francis tells politicians to  abandon familiar rhetoric  about migrants in  state of the world  address   Francis framed his address as an opportunity to reflect on the status of human rights around the world in light of the coming  https   t co Jjg0r62biO" , 1
"It crazy how when you re at the spots in guinee  the people around you are literally kids of ministers  presidential runner ups  and etc " , 0
"Today  Protest   JusticeForZainab 2 to 5pm on 11 January at Karachi Press Club  https   t co p4EERKQEKU" , 1
"Rana Sana ullah is equally guilty of Zainabs murder and the murder of the other two people who went on for a protest  What a shame  A law minister of Punjab and he says yeh event 4 5 din baad rakh lou  Bhenchod tumhara baap mar jayega tou kia usko 4 5 din baad uthayega ja ke  Bc " , 1
" WorldFromSFeyes It is the right time for the people to come out protest against such brutalities " , 1
"FYI  New Libya Returnees Protest As They Reject Federal Govt s N1 000 Transport Allowance https   t co 85CYU0lrg1  Naijapals  Gistmania https   t co 5A0JfLSKI2" , 1
" Belgium in Uproar Over Torture of  Sudan ese It Deported https   t co msBhtcmwct" , 1
"Iran s Vulnerable Energy Supply and the Protests https   t co VJdSrn4GCu via  lobelog" , 1
" MacRoweNick Not sure  but he households are getting producer surplus in the labour market  which may be enough to pay the  perfect discrimination  prices in the goods markets and still leav them with epsilon surplus     " , 0
"NLC  Picket petrol stations  Down tools in protest of fuel scarcity  amp  Fulani herdsmen  Protest against SARS  amp  Army brutality  Leave ElRufai " , 1
" vanreport exactly  When will Canadian politicians wake up  amp  realize people from China play by different rules " , 1
" FrontLineHRD it s so sad to hear that HRDs need2be ourownership because those who say securing our safty and security wait until arrests " , 1
"Name th  god of arabic l on gag https   t co uujWVEjJkG" , 0
" Haiyay I m sad you believe so  We are not one thing  The tragedy doesn t negate the beauty  The corruption doesn t negate the great leaders " , 1
" Amaka Ekwo Keep protesting while they keep killing you people   Every community should rise and defend their father land enough of all this irrelevant protest that is yelling no good result " , 1
"Throw back  new year eve  Big up  intellectuals   Cabo Delgado Province https   t co e9RYyXHh0v" , 0
"No wonder these individuals loot stores at will  South Africa is run by corrupt politicians and there is zero consequences for wrong doers    lawlesssociety  crymybelovedcountry" , 1
" Wikwatyo Hahahaha gotta throw away the whole bag " , 0
"State of Emergency hits Jamaica  The Jamaica armed forces only kills Jamaicans https   t co RxtOCcNzoK" , 1
"You don t know it  till karma hits you so hard  Quite embarrassing   " , 0
"Career day preparations   4     fire fighters   They had the chance to see fire fighters uniforms  the different ways of putting down a fire and learn about safety in case of a fire    They also went inside the special truck and saw how it works    https   t co etFPSTLaV9" , 0
" VP Skip the lip service  We don t need empty words  Everybody knows that you are a Putin puppet and a wart on the ass of mankind  You are not willing to do anything to stop this type of senseless violence from repeating  ImpeachNow" , 1
"Move with the movement fam " , 0
" No To 5th Term For Femi Gbaja    Enough of his internal colonization and anarchy  We are tired of his bad leadership  https   t co 6lrxBM08qY" , 1
" EFFSouthAfrica Leaders and Fighters  does any1 know who Mev Hetty Smit is  Ask me  and I ll divulge all the info  " , 0
" rogerfederer Whips  BillGates Into  Tennis Playing Shape 2018   Match for  Africa by  rogerfedererfdn    Funny  Inpiring   Sport for  Greatness  Commitment  Leadership  Humility   Impact  Thrive  Growth   SportMaker   emmanuel henao  SMART METRIX    CIV  https   t co OqdJnf7yun" , 0
"Hey MAMA    SoompiAwards  TwitterBestFandom  TeamEXO   EXOL  BestFanArmy  iHeartAwards  weareoneEXO  Eris  Fighting " , 0
"Jerry  1st from left to right  is today at ACPDH office processing for his stay in Burundi as a refugee HRD  https   t co VyIKRL9ohk" , 0
"23rd  AUSummit of 2014 in Malabo adopted the Declaration on Nutrition Security for inclusive Growth and Sustainable Development in Africa " , 0
"Watched  Padmavat finally  Wondering what instigated such violent  backlash from Rajputs in  India  Historians  however  can legitimately protest over such misrepresentation of the real character  khilji in this otherwise fictional story    deepikapadukone  s jewelry though " , 1
"This emerged on my messages  Is this legit   saitm  srilanka  colombo  university  medicalschool  doctor  abolish  galadari  beer  protest  pair  animals  srilankans https   t co MtXF2aWMDI" , 1
"Vele we are playing this game under protest Ndoro is not suppose to play https   t co 6e2UfhkQHh" , 0
" LinkedIn away on business and you block my account   poor show LinkedIn" , 0
"Representing the PAL Network at GPE Financing Conference at Dakar a social movement by citizens across Asia  Africa  amp Latim America 4learning https   t co TTwP4io4Wj" , 0
"Great catching up with US Deputy Assistant Secretary Rob Scott in  Freetown  SierraLeone and good opportunity for presidential candidates to engage on peaceful elections  USEmbFreetown  SierraLeoneDecides https   t co xLRJcDSVQr" , 0
" SAMAATV Why you ppl didn t covered the protest of  NaqeebullahMehsud   Because he related to Waziristan Fata why you ppl quiet https   t co lQRGpHmzFC" , 1
"In Sept 2017   AmnestyWARO warned that under the  Chad ian law 032 on the right to strike promulgated in Dec 2016   Unions could be forced to remunerate workers for unpaid strike days  Yesterday  the Prime Minister called for the law to be applied fully and Unions to pay workers https   t co 3vDL6puhP4" , 1
" BroCode Commandment 8   A bro shall always protest his bro  W   oteejoe  eltidoe  EkeminiJo  Johnbillb4 on  The hashtag cc  KraksTV  Rouvafe  ELSiEiSY" , 0
"Till punishment of Rai Anwar  the protest will be continue  PashtunLongMarch https   t co GABOgXuMYu" , 1
" SAADIAKHALID7 We also dear check my wall i upload every movement of blast in swat " , 0
"Hehehe so have the Xhosas accepted that they were just overreacting about  Inxeba movie or is the protest still taking place   Just because the movie  dipicts  a xhosa culture doesn t mean they are the only African people who performs that ritual " , 1
"Why some Malians join armed groups  https   t co jL9zshot12   irinnews " , 1
" EFFSouthAfrica has the characteristics of a revolutionary protest movement   YearOfPublicHealthcare https   t co jHk8DVJuoa" , 1
"I don t believe that our opposition Sudanese parties have ability to make revolutionary change     They don t even knows how to leading simple protests    " , 1
" Abdislick   ManYariiska  M Farmaajo  TheVillaSomalia Thank you Bro  Honestly  he could express his opinion freely and in a more professional manner  But he chose to use this platform to launch a smear campaign aimed at undermining my credibility as a journalist " , 0
" MzwaneleManyi would you venture a prediction regarding the length of the remaining tenure of JG Zuma as president of RSA " , 0
"Only the painter and lawyer who  Can change from white to black or black to white  LawOne6" , 0
" sweeety001 Good morning sweetie    keep fighting for the vulnerable  amp  needy people   bcz that is what a pretty angle like u should do  " , 1
"Thank you    AMB A Mohammed for your leadership  amp  strong support to  UnKenya as CS  ForeignOfficeKE  We now look forward to working closely with you in your new role as CS  Education which will underpin the achievement of the Big 4   SDG4  EducationForAll  GirlsEducation https   t co KxHQCroSbQ" , 0
"I learnt a lot from today  including understanding what the protest is about  I ve also never been in a situation like this  not even in my country  Things can escalate quite quickly when tensions are high   OromoProtests" , 1
"Can this prove that is the end of armed conflict in the great lakes region  particularly in the South Kivu DR Congo  https   t co jLmnWwa785" , 1
" JKainja Sure he s right  This is a very necessary exercise  Was surprised that govt had to bow to that  Seems campaign mode is activated and everyone is avoiding things that will piss off voters " , 1
"I wonder how many  SriLanka  SriLankan  politicians are Prime Ministerial hopefuls even as I write this  Huh" , 0
"Why politicians don t resign at the age of 60  CURIOUS " , 1
" EquatorialGuinea 147 activists face death penalty in E Guinea  lawyer https   t co R3gwRdyrgu via  CGTN Africa   Strengthening news coverage in Africa" , 1
"Don t confuse movement with progress      DenzelWashngton" , 1
"strange thought  but could Donald Trump have been inspired by the wall in Westeros to build he s whole campaign around IT  https   t co NlpTeDRGRx" , 0
" LaurenJauregui terrorism has no religion    and for those who think that Muslims are terrorists  I ask them to look carefully at who kills our children in Palestine  and who has the power to give arms and control the world  they are who don t know humanity   " , 1
" Peace comes from being able to contribute the best that we have  and all that we are  toward creating a world that supports everyone  But it is also securing the space for others to contribute the best that they have and all that they are       Hafsat Abiola" , 0
" MOGADISHU S BAKARO market deserted as traders boycott business in day one of protest against government new tax regime https   t co BJOWscNQLJ" , 1
"Baba Rehmatay is not alone to insult politicians  amp  screw the democratic system    PTIofficial threatens to stage protest if Parliament take any action  https   t co KfLClwz22i" , 1
" rachelcheve  BTS twt  BTS BANGTAN FR  ARMYFRANCE   ProjetBtsFrance  btsanalytics  BTS Billboard  BTS National Vote now guys it still low  iHeartAwards  BestBoyBand  BTS  bts twt" , 0
"Talks are underway to resolve the ongoing political crisis in Togo  The government has agreed to release over 40 arrested protesters in exchange for a suspension of protests  https   t co PZlePMykgY  togodebout  228team  togo  freetogo  FaureMustGo  DictatorsMustFall  Togodebout https   t co e3IZjo4nj4" , 1
" worldflood1  DenbrotS Omg  now it s s socialist taking away freedom of speech and guns  Fun fact  it was a conservative government in Australia that banned assault weapons and did the buy back program   https   t co SWBqHoOdoU" , 1
"This morning I m humbled to be unveiled as  WorldVisionZamo Ambassador on the  EveryHourMatters campaign alongside these inspirational ladies  shebemissrumsey  LuluHaangala and  Yoko3485  Let s get to work  Let s get the victims of sexual violence on that  PEP  EC post rape care https   t co YtiWuzy2CY" , 1
"6 934 Congolese refugees have crossed Lake Tanganyika frm the  DRC into  Burundi due to violence  Our member  careintuk has been one of the agencies providing a rapid response on the ground     Refugees  Displacement https   t co 82Ket11IZO https   t co GOnuPM6IqA" , 1
" President1Trump Your father battling brain cancer is no excuse for him stabbing our POTUS and the GOP in the back  MeghanMcCain  Is his illness also responsible for him becoming a Dem  too " , 1
"Another illuminating BSR from  Wamagaisa  Relevant for the Kenyan Opposition that must now always ready itself for that inevitable post Raila era  Read on folks  https   t co eI1HOS8Msk" , 1
"I m Republican  I Appreciate Assault Weapons  And I Support a Ban  https   t co YCAfMPq4xM" , 1
"MELANIA TRUMP my name is Dian BAH call me to   224  657 04 78 69  I WANT TO BE THE NEXT PRESIDENT OF THE UNITED STATES OF AMERICA https   t co bRckVzZOqV" , 0
"For 3 yrs u denied ur promise to restructure  u attacked those demanding restructuring  amp  now exactly 1 yr to 2019 presidential election  u suddenly fell in love with restructuring  I was born at night sir but I was not born last night  This is comedy not politics   benmurraybruce" , 1
"great 1st day in N Djamena w leadership team of  ChadRedCross and looking forward to be in the field meeting beneficiaries  volunteers and community partners" , 0
"Holy Spirit   EXOL  iHeartAwards  BestFanArmy  weareoneEXO NATION S PICK EXO" , 0
" Ba hottie Killed it" , 0
" court afchpr I was extremely impressed by the progress made in building this pan African institution  I would encourage more African countries to  re issue the declaration allowing entities in their countries to file cases with this Court  Continue your good work please " , 0
" RedTeam ish  nightowl22366  ABorderLife  TimfromDa70s  wesley jordan Teachers are the ones that also need protecting  They do not go to work thinking they need to be defending against an armed assailant  Often it s a teacher that is the target of these shooting  Ever thought of that  https   t co Ss5DE7lTM2" , 1
" GehanDG  Senel W  MaithripalaS  ONURgovLK Indeed and also around hate speech  I think there is a real confusion between ethnic and religious violence both bad but having different ways of engaging" , 1
